"SYMBOL 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","NO. OF SECURITY (POST) 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","MODE OF ACQUISITION 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
",is_insider
LTTS,K N PRABHAKARAN,Employees/Designated Employees,Equity Shares,0.01,1000.0,5096000,Sell,6000,2023-12-14,Market Sale,0,1
LTTS,K N PRABHAKARAN,Employees/Designated Employees,Equity Shares,0.01,1000.0,5205635,Sell,5000,2023-12-14,Market Sale,0,1
LTTS,PINKU PAPPAN,Employees/Designated Employees,Equity Shares,0.0,500.0,2467500,Sell,1010,2023-12-07,Market Sale,0,1
LTTS,SEEMA U GHANEKAR,Employees/Designated Employees,Equity Shares,0.01,1000.0,4900400,Sell,8460,2023-12-06,Market Sale,0,1
LTTS,ANKOOR BAXI,Employees/Designated Employees,Equity Shares,0.0,299.0,1388511,Sell,4574,2023-10-27,Market Sale,0,1
LTTS,SUSAN WILSON,Employees/Designated Employees,Equity Shares,0.01,500.0,2381000,Sell,13201,2023-12-01,Market Sale,0,1
LTTS,SONAL VAIDYA,Employees/Designated Employees,Equity Shares,0.01,2000.0,9366000,Sell,4502,2023-12-05,Market Sale,0,1
LTTS,SUSAN WILSON,Employees/Designated Employees,Equity Shares,0.01,1500.0,7008000,Sell,13701,2023-11-29,Market Sale,0,1
LTTS,GANESH V. RAGHAVAN,Employees/Designated Employees,Equity Shares,0.0,400.0,1904000,Sell,Nil,2023-12-01,Market Sale,0,1
LTTS,DIVYA BHATT,Employees/Designated Employees,Equity Shares,0.01,1200.0,5505000,Sell,5288,2023-10-27,Market Sale,0,1
LTTS,RAVI KUMAR,Employees/Designated Employees,Equity Shares,0.0,250.0,1190000,Sell,Nil,2023-12-01,Market Sale,0,1
LTTS,MADHAV KOMARAGIRI,Employees/Designated Employees,Equity Shares,0.01,900.0,4122000,Sell,12485,2023-11-21,Market Sale,0,1
LTTS,MADHAV KOMARAGIRI,Employees/Designated Employees,Equity Shares,0.01,1100.0,2200,Buy,13385,2023-10-17,ESOP,0,1
LTTS,BIDARE KRISHNAMURTHY MOHAN,Employees/Designated Employees,Equity Shares,0.0,500.0,2280000,Sell,1000,2023-11-23,Market Sale,0,1
LTTS,LAKSHMANAN THOTHADRI MUMMIDI,Employees/Designated Employees,Equity Shares,0.01,1000.0,4518840,Sell,5000,2023-11-20,Market Sale,0,1
LTTS,SEEMA U GHANEKAR,Employees/Designated Employees,Equity Shares,0.01,2500.0,11015182,Sell,9460,2023-11-15,Market Sale,0,1
LTTS,SEEMA U GHANEKAR,Employees/Designated Employees,Equity Shares,0.01,1800.0,7657668,Sell,11960,2023-11-09,Market Sale,0,1
LTTS,Ankoor Baxi,Employees/Designated Employees,Equity Shares,0.0,297.0,1253538,Sell,4873,2023-10-25,Market Sale,0,1
LTTS,MANJIRI KULKARNI,Employees/Designated Employees,Equity Shares,0.0,200.0,1090000,Sell,1150,2024-03-27,Market Sale,0,1
LTTS,DIVYA BHATT,Employees/Designated Employees,Equity Shares,0.0,200.0,1100000,Sell,2367,2024-03-28,Market Sale,0,1
LTTS,BHANU GOPALAM,Employees/Designated Employees,Equity Shares,0.01,1700.0,3400,Buy,13700,2024-01-16,ESOP,0,1
LTTS,BHANU GOPALAM,Employees/Designated Employees,Equity Shares,0.01,1000.0,5471400,Sell,12700,2024-03-26,Market Sale,0,1
LTTS,RAJENDRA SINGH LINGWAL,Employees/Designated Employees,Equity Shares,0.0,100.0,550252,Sell,60,2024-01-19,Market Sale,0,1
LTTS,RAJENDRA SINGH LINGWAL,Employees/Designated Employees,Equity Shares,0.0,100.0,200,Buy,160,2024-03-05,ESOP,0,1
LTTS,RAJENDRA SINGH LINGWAL,Employees/Designated Employees,Equity Shares,0.0,90.0,1461610,Sell,70,2024-03-21,Market Sale,0,1
LTTS,DIVYA BHATT,Employees/Designated Employees,Equity Shares,0.0,500.0,2725500,Sell,2567,2024-03-27,Market Sale,0,1
LTTS,GIRI K K,Employees/Designated Employees,Equity Shares,0.02,1500.0,8207500,Sell,16300,2024-03-26,Market Sale,0,1
LTTS,SUBRAT TRIPATHY,Employees/Designated Employees,Equity Shares,0.04,5800.0,31723903,Sell,37500,2024-03-27,Market Sale,0,1
DIVISLAB,DIVI MADHUSUDANA RAO,Promoter Group,Equity Shares,0.1,5000.0,19518333,Sell,269600,2023-12-29,Market Sale,0,1
DIVISLAB,Y. KAMALAKAR,Employees/Designated Employees,Equity Shares,0.01,3500.0,13615000,Sell,23500,2023-12-28,Market Sale,0,1
DIVISLAB,DIVI MADHUSUDANA RAO,Promoter Group,Equity Shares,0.11,15000.0,58580565,Sell,274600,2023-12-27,Market Sale,0,1
DIVISLAB,M. Visweswara Rao,Employees/Designated Employees,Equity Shares,0.02,800.0,3137140,Sell,39200,2023-12-28,Market Sale,0,1
DIVISLAB,B. Laxminarayana,Employees/Designated Employees,Equity Shares,0.0,1000.0,3911691,Sell,9250,2023-12-27,Market Sale,0,1
DIVISLAB,Manjula Pasumarthy,Immediate relative,Equity Shares,0.0,2396.0,9338298,Sell,Nil,2023-12-27,Market Sale,0,1
DIVISLAB,Y. KAMALAKAR,Employees/Designated Employees,Equity Shares,0.01,5000.0,19393000,Sell,27000,2023-12-27,Market Sale,0,1
DIVISLAB,M.Ramesh Babu,Employees/Designated Employees,Equity Shares,0.01,3000.0,11415000,Sell,18700,2023-12-26,Market Sale,0,1
DIVISLAB,K. Sridevi,Immediate relative,Equity Shares,0.0,530.0,1989928,Sell,6800,2023-12-22,Market Sale,0,1
DIVISLAB,Ancha Venkateswara Rao,Employees/Designated Employees,Equity Shares,0.0,800.0,2961040,Sell,10200,2023-12-19,Market Sale,0,1
DIVISLAB,M. Visweswara Rao,Employees/Designated Employees,Equity Shares,0.02,309.0,1148509,Sell,40000,2023-12-18,Market Sale,0,1
DIVISLAB,Y. RAMA DEVI,Immediate relative,Equity Shares,0.01,125.0,467500,Sell,21975,2023-12-18,Market Sale,0,1
DIVISLAB,Y. RAMA DEVI,Immediate relative,Equity Shares,0.01,410.0,1506000,Sell,22100,2023-12-12,Market Sale,0,1
DIVISLAB,Teja Sajja,Immediate relative,Equity Shares,0.0,10000.0,37343500,Buy,10000,2023-12-07,Gift,0,1
DIVISLAB,S. RAMA KRISHNA,Employees/Designated Employees,Equity Shares,0.01,10000.0,37343500,Sell,11800,2023-12-07,Gift,0,1
DIVISLAB,Y. RAMA DEVI,Immediate relative,Equity Shares,0.01,140.0,533400,Sell,22510,2023-12-04,Market Sale,0,1
DIVISLAB,M. Visweswara Rao,Employees/Designated Employees,Equity Shares,0.02,191.0,728256,Sell,40309,2023-12-01,Market Sale,0,1
DIVISLAB,B. Laxminarayana,Employees/Designated Employees,Equity Shares,0.0,300.0,1141500,Sell,10250,2023-11-30,Market Sale,0,1
DIVISLAB,M. Visweswara Rao,Employees/Designated Employees,Equity Shares,0.02,150.0,563000,Sell,40500,2023-11-24,Market Sale,0,1
DIVISLAB,K. Sridevi,Immediate relative,Equity Shares,0.0,300.0,1129650,Sell,7330,2023-11-24,Market Sale,0,1
DIVISLAB,K. Sridevi,Immediate relative,Equity Shares,0.0,100.0,374500,Sell,7630,2023-11-20,Market Sale,0,1
DIVISLAB,M. Visweswara Rao,Employees/Designated Employees,Equity Shares,0.02,300.0,1106543,Sell,40650,2023-11-20,Market Sale,0,1
DIVISLAB,Dr. G. Suresh Kumar,Director,Equity Shares,0.0,400.0,1395979,Sell,Nil,2023-11-15,Market Sale,0,1
DIVISLAB,Y. Sreedevi,Immediate relative,Equity Shares,0.0,300.0,1033590,Sell,400,2024-03-28,Market Sale,0,1
DIVISLAB,B.V Prabha,Immediate relative,Equity Shares,0.0,1475.0,5012211,Sell,8525,2024-03-27,Market Sale,0,1
DIVISLAB,DIVI MADHUSUDANA RAO,Promoter Group,Equity Shares,0.1,7000.0,23756210,Sell,262600,2024-03-27,Market Sale,0,1
DIVISLAB,M.Ramesh Babu,Employees/Designated Employees,Equity Shares,0.01,1500.0,5085930,Sell,17200,2024-03-28,Market Sale,0,1
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,1344.0,13440,Sell,3273952,2023-12-22,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,236.0,97051,Sell,3272303,2023-12-27,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,1413.0,587304,Sell,3272539,2023-12-26,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,503.0,205866,Sell,3275296,2023-12-22,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,50.0,20663,Sell,3275799,2023-12-21,Market Sale,0,0
JSWENERGY,JSW Energy Employees ESOP Trust,Other,Equity Shares,0.01,2000.0,103600,Sell,218635,2023-12-19,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,419.0,171909,Sell,3275849,2023-12-20,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,4699.0,46990,Sell,3276268,2023-12-13,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,157.0,69985,Sell,3282803,2023-12-07,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,775.0,348638,Sell,3282028,2023-12-08,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,526.0,238966,Sell,3281502,2023-12-11,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,535.0,238916,Sell,3280967,2023-12-12,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,110.0,46464,Sell,3282960,2023-11-24,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,159.0,65108,Sell,3283902,2023-11-22,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,832.0,8320,Sell,3283070,2023-11-22,ESOP,0,0
JSWENERGY,JSW Energy Employees ESOP Trust,Other,Equity Shares,0.01,3500.0,181300,Sell,220635,2023-11-23,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,1685.0,16850,Sell,3284061,2023-11-21,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,8.0,3197,Sell,3285746,2023-11-17,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,253.0,99194,Sell,3287741,2023-11-13,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,1704.0,17040,Sell,3286037,2023-11-13,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,283.0,113737,Sell,3285754,2023-11-16,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,3602.0,36020,Sell,3287994,2023-11-07,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,34.0,13174,Sell,3291596,2023-11-07,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,5600.0,56000,Sell,3291678,2023-11-03,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,48.0,18586,Sell,3291630,2023-11-06,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,2588.0,970691,Sell,3307106,2023-11-01,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,773.0,307815,Sell,3297278,2023-11-03,Market Sale,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,9055.0,90550,Sell,3298051,2023-11-02,ESOP,0,0
JSWENERGY,JSW Energy Employees Welfare Trust,Other,Equity Shares,0.2,747.0,380587,Sell,3245366,2024-03-22,Market Sale,0,0
LT,R SRIVATSAN,Employees/Designated Employees,Equity Shares,0.0,509.0,1783027,Sell,19491,2023-12-29,Market Sale,0,1
LT,YAYAVARAM SREENIVAS SRIKANTH,Employees/Designated Employees,Equity Shares,0.0,200.0,704400,Sell,21474,2023-12-29,Market Sale,0,1
LT,YAYAVARAM SREENIVAS SRIKANTH,Employees/Designated Employees,Equity Shares,0.0,300.0,1058850,Sell,20974,2023-12-29,Market Sale,0,1
LT,YAYAVARAM SREENIVAS SRIKANTH,Employees/Designated Employees,Equity Shares,0.0,200.0,705200,Sell,21274,2023-12-29,Market Sale,0,1
LT,P S KAPOOR,Employees/Designated Employees,Equity Shares,0.0,90.0,296550,Sell,1400,2023-12-04,Market Sale,0,1
LT,P S KAPOOR,Employees/Designated Employees,Equity Shares,0.0,475.0,1671050,Sell,925,2023-12-27,Market Sale,0,1
LT,YAYAVARAM SREENIVAS SRIKANTH,-,Equity Shares,0.0,100.0,349500,Sell,21974,2023-12-15,Market Sale,0,1
LT,YAYAVARAM SREENIVAS SRIKANTH,-,Equity Shares,0.0,300.0,1063500,Sell,21674,2023-12-27,Market Sale,0,1
LT,PRAVEEN KV,Employees/Designated Employees,Equity Shares,0.0,2500.0,8751500,Sell,29756,2023-12-26,Market Sale,0,1
LT,PRAVEEN KV,Employees/Designated Employees,Equity Shares,0.0,9500.0,33536330,Sell,20256,2023-12-27,Market Sale,0,1
LT,S RAMKUMAR,Employees/Designated Employees,Equity Shares,0.0,400.0,1400000,Sell,22600,2023-12-18,Market Sale,0,1
LT,GOVINDAN R,Employees/Designated Employees,Equity Shares,0.0,300.0,1049625,Buy,624,2023-12-19,Market Purchase,0,1
LT,GOVINDAN R,Employees/Designated Employees,Equity Shares,0.0,162.0,499260,Buy,324,2023-11-20,Market Purchase,0,1
LT,GOVINDAN R,Employees/Designated Employees,Equity Shares,0.0,162.0,499406,Buy,162,2023-11-20,Market Purchase,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,307500,Sell,25071,2023-11-16,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,308000,Sell,24971,2023-11-17,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,318500,Sell,24871,2023-12-01,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,328500,Sell,24771,2023-12-04,Market Sale,0,1
LT,SUNDER T,Employees/Designated Employees,Equity Shares,0.0,996.0,2715096,Sell,1000,2023-08-30,Market Sale,0,1
LT,ABHISHEK MUKHERJEE,Employees/Designated Employees,Equity Shares,0.0,650.0,2068950,Sell,610,2023-12-01,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,303700,Sell,25171,2023-11-10,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,301000,Sell,25271,2023-11-09,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,296000,Sell,25371,2023-11-06,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,294000,Sell,25471,2023-11-03,Market Sale,0,1
LT,MURALI A,Employees/Designated Employees,Equity Shares,0.0,540.0,144234,Buy,540,2023-10-31,ESOP,0,1
LT,MURALI A,Employees/Designated Employees,Equity Shares,0.0,495.0,1507295,Sell,45,2023-11-13,Market Sale,0,1
LT,MEENA SUBRAHMANYAN,Immediate relative,Equity Shares,0.01,9000.0,26397000,Buy,85141,2023-11-03,Market Purchase,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,372500,Sell,24046,2024-03-27,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,375100,Sell,23946,2024-03-28,Market Sale,0,1
LT,CHIRAG R. SHAH,Employees/Designated Employees,Equity Shares,0.0,100.0,374900,Sell,3121,2024-03-28,Market Sale,0,1
LT,SRAVANKUMAR Y V S,Employees/Designated Employees,Equity Shares,0.0,100.0,362500,Sell,24146,2024-03-01,Market Sale,0,1
LT,CHIRAG R. SHAH,Employees/Designated Employees,Equity Shares,0.0,100.0,369900,Sell,3321,2024-03-27,Market Sale,0,1
LT,CHIRAG R. SHAH,Employees/Designated Employees,Equity Shares,0.0,100.0,372500,Sell,3221,2024-03-27,Market Sale,0,1
VIPIND,Dilip G. Piramal,Promoters,Equity Shares,0.44,7100.0,4299843,Buy,639120,2023-12-28,Market Purchase,0,1
VIPIND,DGP Enterprises Private Limited,Promoter Group,Equity Shares,1.38,4400.0,2665289,Buy,1963664,2023-12-28,Market Purchase,0,1
VIPIND,Kiddy Plast Limited,Promoter Group,Equity Shares,2.34,4150.0,2511757,Buy,3323696,2023-12-28,Market Purchase,0,1
VIPIND,Ajit Kolhe,Employees/Designated Employees,Equity Shares,0.0,1000.0,598000,Sell,5227,2023-12-29,Market Sale,0,1
VIPIND,Dilip G. Piramal,Promoters,Equity Shares,0.42,30000.0,18225383,Buy,632020,2023-12-27,Market Purchase,0,1
VIPIND,DGP Enterprises Private Limited,Promoter Group,Equity Shares,1.37,20000.0,12168754,Buy,1959264,2023-12-27,Market Purchase,0,1
VIPIND,Kiddy Plast Limited,Promoter Group,Equity Shares,2.33,15000.0,9147569,Buy,3319546,2023-12-27,Market Purchase,0,1
VIPIND,Kiddy Plast Limited,Promoter Group,Equity Shares,2.28,70000.0,42690482,Buy,3304546,2023-12-26,Market Purchase,0,1
VIPIND,DGP Enterprises Private Limited,Promoter Group,Equity Shares,1.32,70000.0,42671577,Buy,1939264,2023-12-26,Market Purchase,0,1
VIPIND,Dilip G. Piramal,Promoters,Equity Shares,0.35,103000.0,62800435,Buy,602020,2023-12-26,Market Purchase,0,1
VIPIND,Ajit Kolhe,Employees/Designated Employees,Equity Shares,0.0,505.0,305525,Sell,6227,2023-12-26,Market Sale,0,1
VIPIND,DGP Enterprises Private Limited,Promoter Group,Equity Shares,1.27,65000.0,39487068,Buy,1864264,2023-12-22,Market Purchase,0,1
VIPIND,DGP Enterprises Private Limited,Promoter Group,Equity Shares,1.31,5000.0,3037466,Buy,1869264,2023-12-22,Market Purchase,0,1
VIPIND,Dilip G. Piramal,Promoters,Equity Shares,0.31,52000.0,31619323,Buy,494020,2023-12-22,Market Purchase,0,1
VIPIND,Dilip G. Piramal,Promoters,Equity Shares,0.35,5000.0,3040319,Buy,499020,2023-12-22,Market Purchase,0,1
VIPIND,Kiddy Plast Limited,Promoter Group,Equity Shares,2.25,43822.0,26602479,Buy,3234546,2023-12-22,Market Purchase,0,1
VIPIND,Kiddy Plast Limited,Promoter Group,Equity Shares,2.04,298000.0,179023345,Buy,3190724,2023-12-20,Market Purchase,0,1
VIPIND,Sunil Kolhe,Employees/Designated Employees,Equity Shares,0.0,1000.0,645010,Sell,32726,2023-12-18,Market Sale,0,1
VIPIND,Sunil Kolhe,-,Equity Shares,0.0,1000.0,650140,Sell,33726,2023-12-14,Market Sale,0,1
VIPIND,ATISH UDAY KULKARNI,Employees/Designated Employees,Equity Shares,0.0,4000.0,2452421,Sell,623,2023-12-11,Market Sale,0,1
VIPIND,Sunil Kolhe,Employees/Designated Employees,Equity Shares,0.0,1000.0,650140,Sell,33726,2023-12-14,Market Sale,0,1
VIPIND,ATISH UDAY KULKARNI,Employees/Designated Employees,Equity Shares,0.0,4000.0,2452421,Sell,623,2023-12-11,Market Sale,0,1
VIPIND,Anand Daga,-,Equity Shares,0.0,2000.0,1311000,Sell,14305,2023-12-14,Market Sale,0,1
VIPIND,Sunil Kolhe,-,Equity Shares,0.0,2000.0,1313040,Sell,34726,2023-12-14,Market Sale,0,1
VIPIND,ATISH UDAY KULKARNI,Employees/Designated Employees,Equity Shares,0.0,4300.0,2566111,Sell,4623,2023-12-06,Market Sale,0,1
VIPIND,SOPAN KARBHARI GODSE,-,Equity Shares,0.0,4000.0,2422000,Sell,3692,2023-12-05,Market Sale,0,1
VIPIND,Ajit Kolhe,-,Equity Shares,0.0,2226.0,1326696,Sell,1505,2023-11-07,Market Sale,0,1
VIPIND,Atish Uday Kulkarni,-,Equity Shares,0.0,3500.0,1846100,Sell,3474,2024-03-28,Market Sale,0,1
VIPIND,Abhishek Parashar,-,Equity Shares,0.0,2200.0,1144176,Sell,6380,2024-03-28,Market Sale,0,1
VIPIND,Praful Gupta,-,Equity Shares,0.0,3140.0,1592400,Sell,13763,2024-03-21,Market Sale,0,1
VIPIND,Sunil Kolhe,-,Equity Shares,0.0,1816.0,931584,Sell,27726,2024-03-28,Market Sale,0,1
BIOCON,SARAVANAN KRISHNAN,Employees/Designated Employees,Equity Shares,0.0,5944.0,1483622,Sell,Nil,2023-12-29,Market Sale,0,1
BIOCON,LAKSHMINARAYANAN S,Employees/Designated Employees,Equity Shares,0.0,8007.0,1989940,Buy,8007,2023-12-29,ESOP,0,1
BIOCON,NITIN SOPANRAO PATIL,-,Equity Shares,0.0,4980.0,1237655,Buy,60360,2023-12-29,ESOP,0,1
BIOCON,RAKESH KUMAR BHASIN,-,Equity Shares,0.0,36000.0,8946900,Buy,106141,2023-12-29,ESOP,0,1
BIOCON,MANEESH H GHILDYAL,Employees/Designated Employees,Equity Shares,0.01,2000.0,499360,Sell,116000,2023-12-26,Market Sale,0,1
BIOCON,MANEESH H GHILDYAL,Employees/Designated Employees,Equity Shares,0.01,2000.0,492500,Sell,118000,2023-12-22,Market Sale,0,1
BIOCON,MANEESH H GHILDYAL,Employees/Designated Employees,Equity Shares,0.01,3000.0,764250,Sell,113000,2023-12-27,Market Sale,0,1
BIOCON,Yogesh Lawani,Employees/Designated Employees,Equity Shares,0.0,5001.0,1232121,Buy,10376,2023-12-22,ESOP,0,1
BIOCON,KRISHNACHAR NANDAKUMAR,Employees/Designated Employees,Equity Shares,0.0,3997.0,984761,Buy,4877,2023-12-22,ESOP,0,1
BIOCON,ARSHAD JAMIL,-,Equity Shares,0.0,5000.0,1255000,Sell,27800,2023-12-26,Market Sale,0,1
BIOCON,KRISHNASAI TANNEERU,-,Equity Shares,0.0,6000.0,1530000,Sell,26500,2023-12-20,Market Sale,0,1
BIOCON,SANTOSH GOVIND KATTI,-,Equity Shares,0.0,20000.0,4791000,Buy,27500,2023-12-12,ESOP,0,1
BIOCON,Biocon India Limited Employees Welfare Trust,Other,Equity Shares,0.35,22031.0,5497378,Sell,4128303,2023-12-13,ESOP,0,1
BIOCON,MANOJ KUMAR PANANCHUKUNNATH,Employees/Designated Employees,Equity Shares,0.01,22031.0,5497378,Sell,88063,2023-12-13,ESOP,0,1
BIOCON,ARSHAD JAMIL,-,Equity Shares,0.0,15000.0,3670000,Sell,32800,2023-12-13,Market Sale,0,1
BIOCON,MANOJ KUMAR PANANCHUKUNNATH,Employees/Designated Employees,Equity Shares,0.0,57781.0,13959889,Buy,110094,2023-12-07,ESOP,0,1
BIOCON,SIDDHARTH MITTAL,-,Equity Shares,0.06,136881.0,33070450,Buy,830721,2023-12-07,ESOP,0,1
BIOCON,ABHIJIT  ZUTSHI,-,Equity Shares,0.0,123702.0,29886403,Buy,222077,2023-12-07,ESOP,0,1
BIOCON,PRASAD S DESHPANDE,-,Equity Shares,0.02,50586.0,12221578,Buy,341589,2023-12-07,ESOP,0,1
BIOCON,SAURABH NARAIN,Employees/Designated Employees,Equity Shares,0.0,10000.0,2347682,Sell,23202,2023-11-29,Market Sale,0,1
BIOCON,VIJAY WAMAN GHOGARE,-,Equity Shares,0.0,8150.0,1895331,Sell,Nil,2023-11-28,Market Sale,0,1
BIOCON,NEHAL VORA,-,Equity Shares,0.03,61827.0,14467518,Buy,469947,2023-11-20,ESOP,0,1
BIOCON,SARAVANAN KRISHNAN,Employees/Designated Employees,Equity Shares,0.0,5944.0,1390896,Buy,5944,2023-11-20,ESOP,0,1
BIOCON,KIRAN KUMAR GANDHIRAJAN,Employees/Designated Employees,Equity Shares,0.01,19998.0,5286351,Sell,139088,2024-03-28,Market Sale,0,1
BIOCON,Akhilesh Nand,Employees/Designated Employees,Equity Shares,0.02,11000.0,2866050,Sell,179967,2024-03-28,Market Sale,0,1
MITTAL,PRATIK BRIJESHKUMAR MITTAL,Promoters,Equity Shares,4.82,551730.0,1131047,Sell,13699950,2023-12-27,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,12.84,1145106.0,2347467,Sell,36857303,2023-12-27,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,1.9,303130.0,606260,Sell,5329940,2023-12-22,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,12.88,101290.0,202580,Sell,38002409,2023-12-22,Market Sale,0,0
MITTAL,PRATIK BRIJESHKUMAR MITTAL,Promoters,Equity Shares,4.85,105310.0,205355,Sell,14251680,2023-12-20,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,13.37,1451260.0,2829957,Sell,38103699,2023-12-20,Market Sale,0,0
MITTAL,PRATIK MITTAL HUF,Promoter Group,Equity Shares,0.12,183340.0,366680,Sell,183340,2023-12-18,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,13.86,1453210.0,2848292,Sell,39554959,2023-12-18,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,6.37,552490.0,1077356,Sell,18286762,2023-12-18,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,2.33,1252100.0,2441595,Sell,5633070,2023-12-15,Market Sale,0,0
MITTAL,PRATIK BRIJESHKUMAR MITTAL,Promoters,Equity Shares,5.27,1253310.0,2481554,Sell,14356990,2023-12-15,Market Sale,0,0
MITTAL,PALLAVI PRATIK MITTAL,Promoter Group,Equity Shares,2.19,183340.0,366680,Sell,6295000,2023-12-14,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL,Promoters,Equity Shares,6.86,1452200.0,2831790,Sell,18839252,2023-12-14,Market Sale,0,0
MITTAL,SUDHA BRIJESHKUMAR MITTAL,Promoter Group,Equity Shares,2.82,1452190.0,2831771,Sell,6885170,2023-12-13,Market Sale,0,0
MITTAL,BRIJESHKUMAR JAGDISHKUMAR MITTAL HUF,Promoter Group,Equity Shares,12.86,101230.0,197399,Sell,37964610,2023-12-13,Market Sale,0,0
MITTAL,JK INFRASOL PRIVATE LIMITED (Formerly known as JK DENIM FAB PRIVATE LIMITED),Promoters,Equity Shares,14.35,1453170.0,2891808,Sell,41008169,2023-12-13,Market Sale,0,0
MITTAL,PRATIK BRIJESHKUMAR MITTAL,Promoters,Equity Shares,5.77,1453200.0,2891868,Sell,15610300,2023-12-12,Market Sale,0,0
